# Celestial Object Visibility Report
# Location: Lat=31.5473, Lon=-99.3827, Alt=446m
# Timezone: America/Chicago
# Evening Twilight Ends:    2025-11-03 19:08:53 CST  (LST: 21:25:31)  East RA: 03 24 10.2  West RA: 15 24 12.9
# Sun Anti-Meridian:        2025-11-04 00:21:15 CST  (LST: 2:38:45)  East RA: 08 37 24.9  West RA: 20 37 25.1
# Morning Twilight Begins:  2025-11-04 05:33:37 CST  (LST: 7:51:58)  East RA: 13 50 39.8  West RA: 01 50 37.3
# Total Observable Objects in Report: 110
# Altitude Threshold: > 0.0 deg
# Objects included if: above 30° at evening twilight, OR transit is observable and above 30°, OR above 30° at morning twilight.
# Includes standard Messier objects and any custom objects defined in custom_objects.json.
# Times are based on direct astroplan calculations for the specified horizon.
# Times marked with '*' occur before evening twilight (rise) or after morning twilight (set).
# 'Circumpolar' indicates object remains above 0.0° for the entire night period.
#
Object               RA (J2000)   Dec (J2000)  Rise > 30°      Transit         Max Alt  Set < 30°      
M94                  12 50 53.1   +41 07 13    02:25:20 CST    10:32:55 CST    80.6°    18:40:30 CST*  
M64                  12 56 43.7   +21 40 58    03:43:49 CST    10:38:48 CST    80.0°    17:33:46 CST*  
M53                  13 12 55.2   +18 10 05    04:09:56 CST    10:54:56 CST    76.5°    17:39:57 CST*  
M63                  13 15 49.3   +42 01 46    02:45:24 CST    10:57:43 CST    79.7°    19:10:02 CST*  
M51                  13 29 52.7   +47 11 43    02:27:58 CST    11:11:40 CST    74.5°    19:55:22 CST*  
M83                  13 37 00.9   -29 51 57    06:42:56 CST    11:19:09 CST    28.5°    15:55:22 CST*  
M3                   13 42 11.6   +28 22 38    04:08:13 CST    11:24:03 CST    86.7°    18:39:54 CST*  
M101                 14 03 12.6   +54 20 56    01:52:37 CST    11:44:44 CST    67.3°    21:36:50 CST*  
M102                 15 06 29.6   +55 45 48    02:37:15 CST*   12:51:34 CST    65.9°    23:05:53 CST   
M5                   15 18 33.2   +02 04 52    07:00:19 CST*   13:04:12 CST    60.4°    19:08:05 CST   
M80                  16 17 02.4   -22 58 34    09:04:07 CST*   14:02:46 CST    35.4°    19:01:24 CST   
M4                   16 23 35.2   -26 31 33    09:21:42 CST*   14:09:20 CST    31.9°    18:56:58 CST   
M107                 16 32 31.9   -13 03 14    08:51:53 CST*   14:18:07 CST    45.3°    19:44:21 CST   
M13                  16 41 41.6   +36 27 41    06:40:17 CST*   14:26:44 CST    85.1°    22:13:10 CST   
M12                  16 47 14.2   -01 56 55    08:38:33 CST*   14:32:41 CST    56.5°    20:26:48 CST   
M10                  16 57 09.0   -04 06 01    08:53:44 CST*   14:42:35 CST    54.3°    20:31:27 CST   
M62                  17 01 12.6   -30 06 44    10:11:14 CST*   14:46:55 CST    28.3°    19:22:35 CST   
M19                  17 02 37.7   -26 16 05    09:59:45 CST*   14:48:17 CST    32.1°    19:36:49 CST   
M92                  17 17 07.4   +43 08 09    06:42:58 CST*   15:01:56 CST    78.4°    23:20:53 CST   
M9                   17 19 11.8   -18 30 58    09:53:07 CST*   15:04:43 CST    39.9°    20:16:20 CST   
M14                  17 37 36.2   -03 14 45    09:31:54 CST*   15:22:55 CST    55.2°    21:13:57 CST   
M6                   17 40 16.6   -32 14 31    10:57:50 CST*   15:25:55 CST    26.2°    19:53:59 CST   
M7                   17 53 47.3   -34 50 28    11:21:22 CST*   15:39:26 CST    23.6°    19:57:30 CST   
M23                  17 56 56.9   -18 59 13    10:32:01 CST*   15:42:23 CST    39.5°    20:52:44 CST   
M20                  18 02 42.0   -22 58 18    10:49:19 CST*   15:48:10 CST    35.5°    20:47:00 CST   
M8                   18 03 37.0   -24 23 12    10:54:32 CST*   15:49:06 CST    34.1°    20:43:39 CST   
M21                  18 04 08.6   -22 30 18    10:49:22 CST*   15:49:36 CST    35.9°    20:49:50 CST   
M24                  18 16 48.0   -18 33 00    10:50:34 CST*   16:02:10 CST    39.9°    21:13:47 CST   
M16                  18 18 45.1   -13 47 31    10:39:36 CST*   16:04:04 CST    44.7°    21:28:32 CST   
M18                  18 19 57.4   -17 05 20    10:49:40 CST*   16:05:18 CST    41.4°    21:20:57 CST   
M17                  18 20 47.0   -16 10 18    10:47:59 CST*   16:06:07 CST    42.3°    21:24:15 CST   
M28                  18 24 32.9   -24 52 11    11:16:52 CST*   16:09:58 CST    33.6°    21:03:04 CST   
M69                  18 31 23.1   -32 20 53    11:49:05 CST*   16:16:53 CST    26.1°    20:44:41 CST   
M25                  18 31 44.9   -19 06 50    11:07:01 CST*   16:17:05 CST    39.4°    21:27:09 CST   
M22                  18 36 23.9   -23 54 17    11:25:41 CST*   16:21:47 CST    34.6°    21:17:52 CST   
M70                  18 43 12.8   -32 17 32    12:00:39 CST*   16:28:41 CST    26.2°    20:56:43 CST   
M26                  18 45 16.1   -09 23 10    10:54:37 CST*   16:30:28 CST    49.1°    22:06:19 CST   
M11                  18 51 03.8   -06 16 19    10:52:33 CST*   16:36:13 CST    52.2°    22:19:53 CST   
M57                  18 53 35.1   +33 01 45    09:05:19 CST*   16:38:20 CST    88.5°    00:11:18 CST   
M54                  18 55 03.3   -30 28 47    12:05:50 CST*   16:40:28 CST    28.0°    21:15:05 CST   
M56                  19 16 35.6   +30 11 00    09:38:39 CST*   17:01:14 CST    88.7°    00:23:57 CST   
M55                  19 39 59.7   -30 57 53    12:52:16 CST*   17:25:16 CST    27.5°    21:58:16 CST   
M71                  19 53 46.5   +18 46 45    10:51:15 CST*   17:38:32 CST    77.3°    00:25:48 CST   
M27                  19 59 36.4   +22 43 16    10:45:38 CST*   17:44:18 CST    81.2°    00:42:58 CST   
M75                  20 06 04.8   -21 55 20    12:49:00 CST*   17:51:10 CST    36.6°    22:53:20 CST   
M29                  20 23 46.3   +38 29 13    10:12:16 CST*   18:08:15 CST    83.0°    02:04:13 CST   
M72                  20 53 27.7   -12 32 14    13:10:21 CST*   18:38:19 CST    46.0°    00:06:17 CST   
M73                  20 59 00.0   -12 37 59    13:16:07 CST*   18:43:51 CST    45.9°    00:11:34 CST   
M15                  21 29 58.3   +12 10 01    12:44:54 CST*   19:14:34 CST    70.7°    01:44:14 CST   
M39                  21 31 33.4   +48 14 49    10:22:33 CST*   19:15:50 CST    73.2°    04:09:06 CST   
M2                   21 33 27.0   -00 49 24    13:20:50 CST*   19:18:07 CST    57.7°    01:15:24 CST   
M30                  21 40 22.1   -23 10 47    14:26:35 CST*   19:25:09 CST    35.4°    00:23:43 CST   
M52                  23 24 46.8   +61 35 24    N/A             21:08:59 CST    59.8°    N/A            
