# Celestial Object Visibility Report
# Location: Lat=31.5473, Lon=-99.3827, Alt=446m
# Timezone: America/Chicago
# Evening Twilight Ends:    2025-07-18 22:17:29 CDT  (LST: 16:28:41)  East RA: 20 42 40.2  West RA: 12 12 10.5
# Sun Anti-Meridian:        2025-07-19 01:43:58 CDT  (LST: 19:55:44)  East RA: 00 09 36.9  West RA: 15 39 19.7
# Morning Twilight Begins:  2025-07-19 05:10:28 CDT  (LST: 23:22:47)  East RA: 03 36 34.2  West RA: 19 06 23.7
# Total Observable Objects in Report: 87
# Altitude Threshold: > 30.0 deg
# Objects included if: above 30° at evening twilight, OR transit is observable and above 30°, OR above 30° at morning twilight.
# Includes standard Messier objects and any custom objects defined in custom_objects.json.
# Times are based on direct astroplan calculations for the specified horizon.
# Times marked with '*' occur before evening twilight (rise) or after morning twilight (set).
# 'Circumpolar' indicates object remains above 30.0° for the entire night period.
#
Object               RA (J2000)   Dec (J2000)  Rise > 30°      Transit         Max Alt  Set < 30°      
M40                  12 22 12.0   +58 04 59    12:42:32 CDT*   18:12:54 CDT    63.6°    23:43:16 CDT   
M100                 12 22 54.9   +15 49 20    13:58:02 CDT*   18:13:40 CDT    74.1°    22:29:19 CDT   
M84                  12 25 03.7   +12 53 13    14:06:44 CDT*   18:15:50 CDT    71.2°    22:24:54 CDT   
M85                  12 25 24.1   +18 11 28    13:55:27 CDT*   18:16:10 CDT    76.5°    22:36:52 CDT   
M86                  12 26 11.8   +12 56 45    14:07:44 CDT*   18:16:58 CDT    71.3°    22:26:10 CDT   
M49                  12 29 46.8   +08 00 01    14:23:11 CDT*   18:20:32 CDT    66.3°    22:17:53 CDT   
M87                  12 30 49.4   +12 23 28    14:13:37 CDT*   18:21:34 CDT    70.7°    22:29:30 CDT   
M88                  12 31 59.2   +14 25 13    14:10:10 CDT*   18:22:43 CDT    72.7°    22:35:16 CDT   
M91                  12 35 26.4   +14 29 47    14:13:26 CDT*   18:26:10 CDT    72.8°    22:38:53 CDT   
M89                  12 35 39.8   +12 33 23    14:18:04 CDT*   18:26:24 CDT    70.9°    22:34:43 CDT   
M90                  12 36 49.8   +13 09 47    14:17:50 CDT*   18:27:33 CDT    71.5°    22:37:16 CDT   
M58                  12 37 43.5   +11 49 06    14:21:50 CDT*   18:28:27 CDT    70.1°    22:35:03 CDT   
M59                  12 42 02.3   +11 38 49    14:26:32 CDT*   18:32:44 CDT    70.0°    22:38:57 CDT   
M60                  12 43 40.0   +11 33 10    14:28:23 CDT*   18:34:22 CDT    69.9°    22:40:22 CDT   
M94                  12 50 53.1   +41 07 13    13:38:45 CDT*   18:41:28 CDT    80.6°    23:44:13 CDT   
M64                  12 56 43.7   +21 40 58    14:19:31 CDT*   18:47:23 CDT    80.0°    23:15:13 CDT   
M53                  13 12 55.2   +18 10 05    14:42:50 CDT*   19:03:31 CDT    76.5°    23:24:11 CDT   
M63                  13 15 49.3   +42 01 46    14:02:04 CDT*   19:06:19 CDT    79.6°    00:10:32 CDT   
M51                  13 29 52.7   +47 11 43    14:07:35 CDT*   19:20:15 CDT    74.5°    00:32:55 CDT   
M3                   13 42 11.6   +28 22 38    14:51:58 CDT*   19:32:44 CDT    86.7°    00:13:18 CDT   
M101                 14 03 12.6   +54 20 56    14:29:04 CDT*   19:53:20 CDT    67.3°    01:17:35 CDT   
M102                 15 06 29.6   +55 45 48    15:29:39 CDT*   20:56:15 CDT    65.9°    02:22:51 CDT   
TZ Boo               15 08 09.1   +39 58 13    15:57:16 CDT*   20:58:08 CDT    81.7°    01:59:02 CDT   
M5                   15 18 33.2   +02 04 52    17:27:17 CDT*   21:08:51 CDT    60.4°    00:50:25 CDT   
SA107                15 38 48.6   -00 13 29    17:54:18 CDT*   21:29:04 CDT    58.1°    01:03:51 CDT   
M80                  16 17 02.4   -22 58 34    20:23:43 CDT*   22:07:25 CDT    35.4°    23:51:07 CDT   
M4                   16 23 35.2   -26 31 33    21:12:05 CDT*   22:13:59 CDT    31.9°    23:15:53 CDT   
M107                 16 32 31.9   -13 03 14    19:36:01 CDT*   22:22:46 CDT    45.3°    01:09:31 CDT   
M13                  16 41 41.6   +36 27 41    17:36:20 CDT*   22:31:22 CDT    85.1°    03:26:28 CDT   
M12                  16 47 14.2   -01 56 55    19:07:50 CDT*   22:37:20 CDT    56.5°    02:06:50 CDT   
PG 1648+536          16 49 59.9   +53 29 16    17:16:22 CDT*   22:39:21 CDT    68.1°    04:02:20 CDT   
M10                  16 57 09.0   -04 06 01    19:24:48 CDT*   22:47:15 CDT    54.3°    02:09:41 CDT   
M19                  17 02 37.7   -26 16 05    21:46:32 CDT*   22:52:56 CDT    32.1°    23:59:21 CDT   
M92                  17 17 07.4   +43 08 09    18:00:23 CDT*   23:06:37 CDT    78.4°    04:12:50 CDT   
M9                   17 19 11.8   -18 30 58    20:52:03 CDT*   23:09:23 CDT    39.9°    01:26:42 CDT   
M14                  17 37 36.2   -03 14 45    20:02:12 CDT*   23:27:35 CDT    55.2°    02:52:58 CDT   
M23                  17 56 56.9   -18 59 13    21:32:33 CDT*   23:47:02 CDT    39.5°    02:01:32 CDT   
M20                  18 02 42.0   -22 58 18    22:08:29 CDT*   23:52:49 CDT    35.5°    01:37:09 CDT   
M8                   18 03 37.0   -24 23 12    22:23:17 CDT    23:53:45 CDT    34.1°    01:24:13 CDT   
M21                  18 04 08.6   -22 30 18    22:05:49 CDT*   23:54:15 CDT    35.9°    01:42:42 CDT   
M24                  18 16 48.0   -18 33 00    21:49:30 CDT*   00:06:50 CDT    39.9°    02:24:10 CDT   
M16                  18 18 45.1   -13 47 31    21:25:11 CDT*   00:08:43 CDT    44.7°    02:52:16 CDT   
M18                  18 19 57.4   -17 05 20    21:43:49 CDT*   00:09:58 CDT    41.4°    02:36:06 CDT   
M17                  18 20 47.0   -16 10 18    21:39:31 CDT*   00:10:47 CDT    42.3°    02:42:02 CDT   
M28                  18 24 32.9   -24 52 11    22:49:19 CDT    00:14:38 CDT    33.6°    01:39:57 CDT   
M25                  18 31 44.9   -19 06 50    22:07:57 CDT*   00:21:45 CDT    39.4°    02:35:32 CDT   
M22                  18 36 23.9   -23 54 17    22:50:43 CDT    00:26:26 CDT    34.6°    02:02:09 CDT   
SA110                18 42 20.5   +00 11 05    20:55:47 CDT*   00:32:07 CDT    58.7°    04:08:27 CDT   
M26                  18 45 16.1   -09 23 10    21:32:00 CDT*   00:35:07 CDT    49.1°    03:38:15 CDT   
SA38                 18 49 12.5   +45 15 42    19:28:38 CDT*   00:38:24 CDT    76.3°    05:48:11 CDT*  
M11                  18 51 03.8   -06 16 19    21:25:49 CDT*   00:40:52 CDT    52.2°    03:55:56 CDT   
M57                  18 53 35.1   +33 01 45    19:53:41 CDT*   00:43:21 CDT    88.5°    05:32:15 CDT*  
M56                  19 16 35.6   +30 11 00    20:21:42 CDT*   01:05:49 CDT    88.7°    05:50:13 CDT*  
M71                  19 53 46.5   +18 46 45    21:20:49 CDT*   01:42:27 CDT    77.3°    06:05:33 CDT*  
M27                  19 59 36.4   +22 43 16    21:18:39 CDT*   01:51:23 CDT    81.2°    06:19:16 CDT*  
M75                  20 06 04.8   -21 55 20    00:01:54 CDT    01:57:01 CDT    36.6°    03:49:42 CDT   
M29                  20 23 46.3   +38 29 13    21:14:12 CDT*   02:12:54 CDT    83.0°    07:11:36 CDT*  
M72                  20 53 27.7   -12 32 14    23:53:07 CDT    02:42:58 CDT    46.0°    05:32:49 CDT*  
M73                  20 59 00.0   -12 37 59    23:59:04 CDT    02:48:29 CDT    45.9°    05:37:55 CDT*  
M15                  21 29 58.3   +12 10 01    23:11:12 CDT    03:19:13 CDT    70.7°    07:27:13 CDT*  
M39                  21 31 33.4   +48 14 49    22:05:44 CDT*   03:20:29 CDT    73.2°    08:35:14 CDT*  
M2                   21 33 27.0   -00 49 24    23:49:13 CDT    03:22:45 CDT    57.7°    06:56:18 CDT*  
M30                  21 40 22.1   -23 10 47    01:46:18 CDT    03:29:48 CDT    35.4°    05:13:18 CDT*  
SA113                21 42 07.6   +00 22 31    23:54:13 CDT    03:31:24 CDT    58.9°    07:08:35 CDT*  
SA114                22 01 04.0   +00 23 30    00:13:02 CDT    03:50:17 CDT    59.0°    07:27:32 CDT*  
ASAS J221652+2229.6  22 16 52.2   +22 29 34    23:35:58 CDT    04:05:58 CDT    81.1°    08:35:55 CDT*  
M52                  23 24 46.8   +61 35 24    23:36:49 CDT    05:13:36 CDT    59.8°    10:50:23 CDT*  
SA115                23 42 53.1   +01 05 49    01:52:26 CDT    05:31:49 CDT    59.7°    09:11:13 CDT*  
NGC 7790             23 58 24.0   +61 12 30    00:11:09 CDT    05:47:17 CDT    60.2°    11:23:25 CDT*  
