# Celestial Object Visibility Report
# Location: Lat=31.5473, Lon=-99.3827, Alt=446m
# Timezone: America/Chicago
# Evening Twilight Ends:    2025-12-10 19:01:16 CST  (LST: 23:43:46)  East RA: 03 57 29.4  West RA: 19 27 23.9
# Sun Anti-Meridian:        2025-12-11 00:30:47 CST  (LST: 05:14:12)  East RA: 09 27 57.3  West RA: 00 57 36.2
# Morning Twilight Begins:  2025-12-11 06:00:18 CST  (LST: 10:44:37)  East RA: 14 58 36.7  West RA: 06 27 53.4
# Total Observable Objects in Report: 95
# Altitude Threshold: > 30.0 deg
# Objects included if: above 30° at evening twilight, OR transit is observable and above 30°, OR above 30° at morning twilight.
# Includes standard Messier objects and any custom objects defined in custom_objects.json.
# Times are based on direct astroplan calculations for the specified horizon.
# Times marked with '*' occur before evening twilight (rise) or after morning twilight (set).
# 'Circumpolar' indicates object remains above 30.0° for the entire night period.
#
Object               RA (J2000)   Dec (J2000)  Rise > 30°      Transit         Max Alt  Set < 30°      
M48                  08 13 38.9   -05 43 34    00:14:24 CST    03:31:03 CST    52.6°    06:47:42 CST*  
M44                  08 40 13.0   +19 37 16    23:33:59 CST    03:57:45 CST    78.0°    08:21:32 CST*  
M67                  08 51 23.0   +11 48 50    00:02:07 CST    04:08:49 CST    70.2°    08:15:31 CST*  
M81                  09 55 33.2   +69 03 55    23:23:17 CST    05:13:32 CST    52.6°    11:03:47 CST*  
M82                  09 55 52.4   +69 40 47    23:22:21 CST    05:13:52 CST    52.0°    11:05:24 CST*  
SA101                09 56 35.0   -00 29 46    01:39:55 CST    05:13:45 CST    57.8°    08:47:34 CST*  
M95                  10 43 57.7   +11 42 13    01:54:41 CST    06:01:02 CST    70.0°    10:07:23 CST*  
M96                  10 46 45.7   +11 49 12    01:57:12 CST    06:03:50 CST    70.1°    10:10:27 CST*  
M105                 10 47 49.6   +12 34 54    01:56:30 CST    06:04:53 CST    70.9°    10:13:17 CST*  
M108                 11 11 31.0   +55 40 27    01:02:17 CST    06:28:40 CST    66.0°    11:55:02 CST*  
M97                  11 14 47.7   +55 01 08    01:06:37 CST    06:31:55 CST    66.7°    11:57:13 CST*  
M65                  11 18 55.9   +13 05 32    02:26:21 CST    06:35:53 CST    71.4°    10:45:26 CST*  
M66                  11 20 15.0   +12 59 29    02:27:53 CST    06:37:12 CST    71.3°    10:46:31 CST*  
M109                 11 57 36.0   +53 22 29    01:51:49 CST    07:14:26 CST    68.3°    12:37:03 CST*  
M98                  12 13 48.3   +14 54 02    03:16:58 CST    07:30:35 CST    73.2°    11:44:11 CST*  
M99                  12 18 49.6   +14 25 00    03:23:03 CST    07:35:35 CST    72.7°    11:48:07 CST*  
M106                 12 18 57.6   +47 18 13    02:22:53 CST    07:35:41 CST    74.4°    12:48:29 CST*  
M61                  12 21 54.9   +04 28 26    03:50:33 CST    07:38:40 CST    62.8°    11:26:47 CST*  
M40                  12 22 12.0   +58 04 59    02:08:32 CST    07:38:52 CST    63.6°    13:09:13 CST*  
M100                 12 22 54.9   +15 49 20    03:24:01 CST    07:39:39 CST    74.1°    11:55:17 CST*  
M84                  12 25 03.7   +12 53 13    03:32:43 CST    07:41:48 CST    71.2°    11:50:52 CST*  
M85                  12 25 24.1   +18 11 28    03:21:26 CST    07:42:08 CST    76.5°    12:02:49 CST*  
M86                  12 26 11.8   +12 56 45    03:33:43 CST    07:42:56 CST    71.3°    11:52:08 CST*  
M49                  12 29 46.8   +08 00 01    03:49:09 CST    07:46:30 CST    66.3°    11:43:51 CST*  
M87                  12 30 49.4   +12 23 28    03:39:36 CST    07:47:32 CST    70.7°    11:55:28 CST*  
M88                  12 31 59.2   +14 25 13    03:36:09 CST    07:48:42 CST    72.7°    12:01:14 CST*  
M91                  12 35 26.4   +14 29 47    03:39:26 CST    07:52:08 CST    72.8°    12:04:51 CST*  
M89                  12 35 39.8   +12 33 23    03:44:03 CST    07:52:22 CST    70.9°    12:00:41 CST*  
M90                  12 36 49.8   +13 09 47    03:43:49 CST    07:53:31 CST    71.5°    12:03:14 CST*  
M58                  12 37 43.5   +11 49 06    03:47:49 CST    07:54:25 CST    70.1°    12:01:01 CST*  
M104                 12 39 59.4   -11 37 23    05:03:47 CST    07:56:43 CST    46.7°    10:49:38 CST*  
M59                  12 42 02.3   +11 38 49    03:52:31 CST    07:58:43 CST    70.0°    12:04:55 CST*  
SA104                12 43 10.2   -00 34 00    04:26:19 CST    07:59:52 CST    57.7°    11:33:25 CST*  
M60                  12 43 40.0   +11 33 10    03:54:21 CST    08:00:20 CST    69.9°    12:06:19 CST*  
M94                  12 50 53.1   +41 07 13    03:04:44 CST    08:07:27 CST    80.6°    13:10:10 CST*  
M64                  12 56 43.7   +21 40 58    03:45:29 CST    08:13:20 CST    80.0°    12:41:10 CST*  
M53                  13 12 55.2   +18 10 05    04:08:49 CST    08:29:28 CST    76.5°    12:50:08 CST*  
M63                  13 15 49.3   +42 01 46    03:28:03 CST    08:32:15 CST    79.7°    13:36:28 CST*  
M51                  13 29 52.7   +47 11 43    03:33:34 CST    08:46:12 CST    74.5°    13:58:51 CST*  
M3                   13 42 11.6   +28 22 38    04:17:57 CST    08:58:36 CST    86.7°    13:39:14 CST*  
M101                 14 03 12.6   +54 20 56    03:55:02 CST    09:19:16 CST    67.3°    14:43:30 CST*  
M102                 15 06 29.6   +55 45 48    04:55:35 CST    10:22:10 CST    65.9°    15:48:45 CST*  
TZ Boo               15 08 09.1   +39 58 13    05:23:13 CST    10:24:05 CST    81.7°    15:24:57 CST*  
SA38                 18 49 12.5   +45 15 42    08:58:28 CST*   14:08:15 CST    76.3°    19:18:01 CST   
M57                  18 53 35.1   +33 01 45    09:23:32 CST*   14:12:50 CST    88.5°    19:02:06 CST   
SA39                 19 01 04.0   +45 16 00    09:10:16 CST*   14:20:04 CST    76.2°    19:29:53 CST   
SA40                 19 07 48.0   +45 17 00    09:16:58 CST*   14:26:48 CST    76.2°    19:36:38 CST   
SA41                 19 14 32.0   +45 18 00    09:23:39 CST*   14:33:31 CST    76.2°    19:43:23 CST   
M56                  19 16 35.6   +30 11 00    09:51:33 CST*   14:35:52 CST    88.7°    19:20:04 CST   
M71                  19 53 46.5   +18 46 45    10:50:40 CST*   15:13:02 CST    77.3°    19:35:24 CST   
M27                  19 59 36.4   +22 43 16    10:48:30 CST*   15:18:49 CST    81.2°    19:49:08 CST   
M29                  20 23 46.3   +38 29 13    10:44:03 CST*   15:42:45 CST    83.0°    20:41:28 CST   
M72                  20 53 27.7   -12 32 14    13:22:58 CST*   16:12:50 CST    46.0°    19:02:43 CST   
M73                  20 59 00.0   -12 37 59    13:28:54 CST*   16:18:22 CST    45.9°    19:07:49 CST   
M15                  21 29 58.3   +12 10 01    12:41:04 CST*   16:49:05 CST    70.7°    20:57:06 CST   
M39                  21 31 33.4   +48 14 49    11:35:34 CST*   16:50:20 CST    73.2°    22:05:05 CST   
M2                   21 33 27.0   -00 49 24    13:19:05 CST*   16:52:38 CST    57.7°    20:26:11 CST   
SA113                21 42 07.6   +00 22 31    13:24:05 CST*   17:01:17 CST    58.9°    20:38:28 CST   
SA114                22 01 04.0   +00 23 30    13:42:54 CST*   17:20:10 CST    59.0°    20:57:26 CST   
EE Cep               22 09 22.8   +55 45 24    12:01:05 CST*   17:28:03 CST    65.7°    22:55:01 CST   
NSVS 3350218         22 11 14.5   +66 02 16    11:44:54 CST*   17:29:42 CST    55.4°    23:14:30 CST   
ASAS J221652+2229.6  22 16 52.2   +22 29 34    13:05:50 CST*   17:35:49 CST    81.1°    22:05:49 CST   
M52                  23 24 46.8   +61 35 24    13:06:41 CST*   18:43:29 CST    59.8°    00:20:17 CST   
SA115                23 42 53.1   +01 05 49    15:22:19 CST*   19:01:43 CST    59.7°    22:41:08 CST   
ASAS J235139+2549.5  23 51 38.9   +25 49 30    14:34:01 CST*   19:10:27 CST    84.4°    23:46:52 CST   
NGC 7790             23 58 24.0   +61 12 30    13:41:02 CST*   19:17:11 CST    60.2°    00:53:19 CST   
