# Celestial Object Visibility Report
# Location: Lat=31.5473, Lon=-99.3827, Alt=446m
# Timezone: America/Chicago
# Observation Window (Astronomical Twilight): 2025-08-01 22:04:44 CDT to 2025-08-02 05:23:13 CDT
# LST Range: 17:11:05 to 0:30:47
# Sun Anti-Meridian (Approx. Local Midnight): 2025-08-02 01:43:59 CDT (LST: 20:50:56)
# Total Observable Objects in Report: 60
# Altitude Threshold: > 30.0 deg
# Objects included if: above 30° at evening twilight, OR transit is observable and above 30°, OR above 30° at morning twilight.
# Includes standard Messier objects and any custom objects defined in .env (ADDITIONAL_OBJECTS).
# Times are based on direct astroplan calculations for the specified horizon.
# Times marked with '*' occur before evening twilight (rise) or after morning twilight (set).
# 'Circumpolar' indicates object remains above 30.0° for the entire night period.
#
Object               RA (J2000)   Dec (J2000)  Rise > 30°      Transit         Max Alt  Set < 30°      
M21                  18 04 08.6   -22 30 18    21:10:46 CDT*   22:59:12 CDT    35.9°    00:47:39 CDT   
M24                  18 16 48.0   -18 33 00    20:54:27 CDT*   23:11:47 CDT    39.9°    01:29:07 CDT   
M16                  18 18 45.1   -13 47 31    20:30:08 CDT*   23:13:41 CDT    44.7°    01:57:14 CDT   
M18                  18 19 57.4   -17 05 20    20:48:46 CDT*   23:14:55 CDT    41.4°    01:41:03 CDT   
M17                  18 20 47.0   -16 10 18    20:44:28 CDT*   23:15:44 CDT    42.3°    01:47:00 CDT   
M28                  18 24 32.9   -24 52 11    21:54:16 CDT*   23:19:35 CDT    33.6°    00:44:54 CDT   
M25                  18 31 44.9   -19 06 50    21:12:54 CDT*   23:26:42 CDT    39.4°    01:40:29 CDT   
M22                  18 36 23.9   -23 54 17    21:55:40 CDT*   23:31:23 CDT    34.6°    01:07:07 CDT   
M26                  18 45 16.1   -09 23 10    20:36:57 CDT*   23:40:05 CDT    49.1°    02:43:12 CDT   
M11                  18 51 03.8   -06 16 19    20:30:46 CDT*   23:45:50 CDT    52.2°    03:00:53 CDT   
M57                  18 53 35.1   +33 01 45    18:58:39 CDT*   23:47:56 CDT    88.5°    04:37:12 CDT   
M56                  19 16 35.6   +30 11 00    19:26:39 CDT*   00:10:31 CDT    88.7°    04:55:10 CDT   
M71                  19 53 46.5   +18 46 45    20:25:46 CDT*   00:48:07 CDT    77.3°    05:10:30 CDT   
M27                  19 59 36.4   +22 43 16    20:23:36 CDT*   00:53:56 CDT    81.2°    05:24:14 CDT*  
M75                  20 06 04.8   -21 55 20    23:06:53 CDT    01:00:47 CDT    36.6°    02:54:40 CDT   
M29                  20 23 46.3   +38 29 13    20:19:09 CDT*   01:17:49 CDT    83.0°    06:16:34 CDT*  
M72                  20 53 27.7   -12 32 14    22:58:04 CDT    01:50:11 CDT    46.0°    04:37:47 CDT   
M73                  20 59 00.0   -12 37 59    23:04:01 CDT    01:55:26 CDT    45.9°    04:42:52 CDT   
M15                  21 29 58.3   +12 10 01    22:16:09 CDT    02:24:10 CDT    70.7°    06:32:10 CDT*  
M39                  21 31 33.4   +48 14 49    21:10:41 CDT*   02:25:26 CDT    73.2°    07:40:12 CDT*  
M2                   21 33 27.0   -00 49 24    22:54:10 CDT    02:27:43 CDT    57.7°    06:01:16 CDT*  
M30                  21 40 22.1   -23 10 47    00:51:15 CDT    02:34:45 CDT    35.4°    04:18:15 CDT   
ASAS J221652+2229.6  22 16 52.2   +22 29 34    22:40:55 CDT    03:10:54 CDT    81.1°    07:40:53 CDT*  
M52                  23 24 46.8   +61 35 24    22:41:47 CDT    04:18:34 CDT    59.8°    09:55:21 CDT*  
