# Celestial Object Visibility Report
# Location: Lat=31.5473, Lon=-99.3827, Alt=446m
# Timezone: America/Chicago
# Evening Twilight Ends:    2025-08-02 22:03:37 CDT  (LST: 17:13:55)  East RA: 21 27 53.1  West RA: 12 57 26.4
# Sun Anti-Meridian:        2025-08-03 01:43:54 CDT  (LST: 20:54:48)  East RA: 01 08 38.4  West RA: 16 38 24.6
# Morning Twilight Begins:  2025-08-03 05:24:11 CDT  (LST: 0:35:41)  East RA: 04 49 26.3  West RA: 20 19 15.9
# Total Observable Objects in Report: 75
# Altitude Threshold: > 30.0 deg
# Objects included if: above 30° at evening twilight, OR transit is observable and above 30°, OR above 30° at morning twilight.
# Includes standard Messier objects and any custom objects defined in custom_objects.json.
# Times are based on direct astroplan calculations for the specified horizon.
# Times marked with '*' occur before evening twilight (rise) or after morning twilight (set).
# 'Circumpolar' indicates object remains above 30.0° for the entire night period.
#
Object               RA (J2000)   Dec (J2000)  Rise > 30°      Transit         Max Alt  Set < 30°      
M56                  19 16 35.6   +30 11 00    19:22:43 CDT*   00:07:02 CDT    88.7°    04:51:14 CDT   
M71                  19 53 46.5   +18 46 45    20:21:50 CDT*   00:44:12 CDT    77.3°    05:06:34 CDT   
M27                  19 59 36.4   +22 43 16    20:19:40 CDT*   00:49:59 CDT    81.2°    05:20:18 CDT   
M75                  20 06 04.8   -21 55 20    23:02:54 CDT    00:56:51 CDT    36.6°    02:50:47 CDT   
M29                  20 23 46.3   +38 29 13    20:15:13 CDT*   01:13:56 CDT    83.0°    06:12:38 CDT*  
M73                  20 59 00.0   -12 37 59    23:00:04 CDT    01:49:42 CDT    45.9°    04:38:58 CDT   
M15                  21 29 58.3   +12 10 01    22:12:13 CDT    02:20:14 CDT    70.7°    06:28:15 CDT*  
M39                  21 31 33.4   +48 14 49    21:06:45 CDT*   02:21:30 CDT    73.2°    07:36:15 CDT*  
M2                   21 33 27.0   -00 49 24    22:50:14 CDT    02:23:47 CDT    57.7°    05:57:20 CDT*  
M30                  21 40 22.1   -23 10 47    00:47:15 CDT    02:30:49 CDT    35.4°    04:14:23 CDT   
SA113                21 42 07.6   +00 22 31    22:55:14 CDT    02:32:26 CDT    58.9°    06:09:37 CDT*  
SA114                22 01 04.0   +00 23 30    23:14:03 CDT    02:51:19 CDT    59.0°    06:28:35 CDT*  
ASAS J221652+2229.6  22 16 52.2   +22 29 34    22:37:00 CDT    03:06:58 CDT    81.1°    07:36:57 CDT*  
M52                  23 24 46.8   +61 35 24    22:37:51 CDT    04:14:38 CDT    59.8°    09:51:25 CDT*  
SA115                23 42 53.1   +01 05 49    00:53:27 CDT    04:32:51 CDT    59.7°    08:12:15 CDT*  
NGC 7790             23 58 24.0   +61 12 30    23:12:12 CDT    04:48:19 CDT    60.2°    10:24:26 CDT*  
