# Celestial Object Visibility Report
# Location: Lat=31.5473, Lon=-99.3827, Alt=446m
# Timezone: America/Chicago
# Evening Twilight Ends:    2025-10-09 20:32:45 CDT  (LST: 20:10:53)  East RA: 00 24 44.3  West RA: 15 54 30.6
# Sun Anti-Meridian:        2025-10-10 01:24:42 CDT  (LST: 1:03:39)  East RA: 05 17 21.8  West RA: 20 47 13.3
# Morning Twilight Begins:  2025-10-10 06:16:39 CDT  (LST: 5:56:24)  East RA: 10 10 13.2  West RA: 01 39 46.8
# Total Observable Objects in Report: 58
# Altitude Threshold: > 30.0 deg
# Objects included if: above 30° at evening twilight, OR transit is observable and above 30°, OR above 30° at morning twilight.
# Includes standard Messier objects and any custom objects defined in custom_objects.json.
# Times are based on direct astroplan calculations for the specified horizon.
# Times marked with '*' occur before evening twilight (rise) or after morning twilight (set).
# 'Circumpolar' indicates object remains above 30.0° for the entire night period.
#
Object               RA (J2000)   Dec (J2000)  Rise > 30°      Transit         Max Alt  Set < 30°      
M50                  07 02 44.2   -08 21 54    04:17:06 CDT    07:24:03 CDT    50.1°    10:31:00 CDT*  
M47                  07 36 35.3   -14 29 20    05:17:58 CDT    07:57:45 CDT    43.9°    10:37:33 CDT*  
M46                  07 41 46.8   -14 50 38    05:24:58 CDT    08:02:56 CDT    43.6°    10:40:54 CDT*  
M48                  08 13 38.9   -05 43 34    05:18:08 CDT    08:34:48 CDT    52.7°    11:51:27 CDT*  
M44                  08 40 13.0   +19 37 16    04:37:43 CDT    09:01:30 CDT    78.0°    13:25:16 CDT*  
M67                  08 51 23.0   +11 48 50    05:05:51 CDT    09:12:34 CDT    70.2°    13:19:16 CDT*  
M81                  09 55 33.2   +69 03 55    04:26:59 CDT    10:17:14 CDT    52.6°    16:07:29 CDT*  
M82                  09 55 52.4   +69 40 47    04:26:03 CDT    10:17:34 CDT    52.0°    16:09:06 CDT*  
M108                 11 11 31.0   +55 40 27    06:06:01 CDT    11:32:23 CDT    66.0°    16:58:46 CDT*  
M97                  11 14 47.7   +55 01 08    06:10:20 CDT    11:35:39 CDT    66.7°    17:00:57 CDT*  
M102                 15 06 29.6   +55 45 48    10:03:16 CDT*   15:29:52 CDT    65.9°    20:56:28 CDT   
M13                  16 41 41.6   +36 27 41    12:09:58 CDT*   17:05:02 CDT    85.1°    22:00:05 CDT   
M12                  16 47 14.2   -01 56 55    13:41:27 CDT*   17:10:58 CDT    56.5°    20:40:30 CDT   
M10                  16 57 09.0   -04 06 01    13:58:26 CDT*   17:20:53 CDT    54.3°    20:43:20 CDT   
M92                  17 17 07.4   +43 08 09    12:34:01 CDT*   17:40:14 CDT    78.4°    22:46:27 CDT   
M14                  17 37 36.2   -03 14 45    14:35:49 CDT*   18:01:13 CDT    55.2°    21:26:37 CDT   
M23                  17 56 56.9   -18 59 13    16:06:11 CDT*   18:20:41 CDT    39.5°    20:35:11 CDT   
M24                  18 16 48.0   -18 33 00    16:23:06 CDT*   18:40:28 CDT    39.9°    20:57:50 CDT   
M16                  18 18 45.1   -13 47 31    15:58:49 CDT*   18:42:22 CDT    44.7°    21:25:55 CDT   
M18                  18 19 57.4   -17 05 20    16:17:27 CDT*   18:43:36 CDT    41.4°    21:09:46 CDT   
M17                  18 20 47.0   -16 10 18    16:13:07 CDT*   18:44:25 CDT    42.3°    21:15:43 CDT   
M25                  18 31 44.9   -19 06 50    16:41:34 CDT*   18:55:23 CDT    39.4°    21:09:12 CDT   
M22                  18 36 23.9   -23 54 17    17:24:20 CDT*   19:00:05 CDT    34.6°    20:35:50 CDT   
M26                  18 45 16.1   -09 23 10    16:05:38 CDT*   19:08:46 CDT    49.1°    22:11:54 CDT   
M11                  18 51 03.8   -06 16 19    15:59:27 CDT*   19:14:31 CDT    52.2°    22:29:35 CDT   
M57                  18 53 35.1   +33 01 45    14:27:19 CDT*   19:16:34 CDT    88.5°    00:05:53 CDT   
M56                  19 16 35.6   +30 11 00    14:55:20 CDT*   19:39:37 CDT    88.7°    00:23:52 CDT   
M71                  19 53 46.5   +18 46 45    15:54:27 CDT*   20:16:50 CDT    77.3°    00:39:12 CDT   
M27                  19 59 36.4   +22 43 16    15:52:17 CDT*   20:22:37 CDT    81.2°    00:52:56 CDT   
M75                  20 06 04.8   -21 55 20    18:35:32 CDT*   20:29:28 CDT    36.6°    22:23:24 CDT   
M29                  20 23 46.3   +38 29 13    15:47:50 CDT*   20:46:33 CDT    83.0°    01:45:15 CDT   
M72                  20 53 27.7   -12 32 14    18:26:45 CDT*   21:16:37 CDT    46.0°    00:06:30 CDT   
M73                  20 59 00.0   -12 37 59    18:32:41 CDT*   21:22:09 CDT    45.9°    00:11:36 CDT   
M15                  21 29 58.3   +12 10 01    17:44:51 CDT*   21:52:52 CDT    70.7°    02:00:53 CDT   
M39                  21 31 33.4   +48 14 49    16:39:23 CDT*   21:54:08 CDT    73.2°    03:08:53 CDT   
M2                   21 33 27.0   -00 49 24    18:22:52 CDT*   21:56:25 CDT    57.7°    01:29:58 CDT   
M30                  21 40 22.1   -23 10 47    20:19:54 CDT*   22:03:27 CDT    35.4°    23:47:01 CDT   
M52                  23 24 46.8   +61 35 24    18:10:30 CDT*   23:47:17 CDT    59.8°    05:24:05 CDT   
